"EXPERIMENT","MODEL","RICHNESS_TYPE","RICHNESS_VARIATION","RICHNESS","TRAITSUM","T2SRATIO","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
175,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",0,0,0,139.302735,236.144531,1243.949218,NA,55604,20654
176,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",2304,1,0.409090909090909,52.444471,555.583984,1948.421875,184.236979,170165,43610
177,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,223.831382,217.783203,970.33789,NA,42055,31345
178,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,170.913738,263.24414,2120.892578,NA,44850,30427
179,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",0,0,0,120.231608,107.21875,1657.642578,NA,15153,9757
180,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"r",1728,0.67741935483871,0.108870935483871,431.026227,284.822265,2370.90625,477.41493,78424,33810
181,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,618.999674,717.355468,4864.83789,NA,138056,99382
182,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",0,0,0,281.098307,1092.912109,5746.257812,NA,210029,141554
183,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,203.59131,192.1875,937.996093,NA,29415,15989
184,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",0,0,0,184.160644,475.035156,4624.802734,NA,66154,43321
185,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",0,0,0,210.744303,286.160156,1398.363281,NA,55194,32632
186,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",3,0.0909090909090909,0.000532636363636364,65.426751,130.529296,1646.207031,257,22032,14236
187,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,65.6792,58.894531,1628.550781,NA,13457,6143
188,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,118.881838,159.046875,766.339843,NA,24406,16288
189,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",0,0,0,239.73763,770.550781,7118.46875,NA,104032,79442
190,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,564.170085,442.464843,2637.394531,NA,59402,47584
191,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",1,0.032258064516129,6.3e-05,257.659563,876.126953,4756.689453,1889,141786,105362
192,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",0,0,0,200.30013,240.220703,1200.86914,NA,28721,22852
193,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,128.967448,179.074218,1855.158203,NA,31784,23649
194,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"r",0,0,0,757.033692,970.570312,2852.519531,NA,170907,113105
195,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,215.475587,185.751953,1246.125,NA,40471,22449
196,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,322.656901,735.068359,5317.8125,NA,168169,72988
197,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,167.119629,144.845703,1484.111328,NA,17533,14293
198,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",0,0,0,215.068522,457.533203,1277.919921,NA,85628,45525
199,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",2,0.0909090909090909,0.000355090909090909,39.940825,132.669921,1788.607421,405,22298,16703
200,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,538.045086,649.046875,3564.960937,NA,127764,81422
201,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"r",1,0.032258064516129,6.3e-05,519.878256,295.863281,3584.322265,1786,60702,37389
202,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",0,0,0,224.932943,371.402343,1658.203125,NA,70887,42105
203,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",4,0.0303030303030303,0.000236727272727273,131.726242,138.138671,1556.408203,251.25,23309,16103
204,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,495.665201,847.433593,2812.789062,NA,128426,107844
205,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",1,0.0303030303030303,5.91818181818182e-05,184.430113,258.216796,1532.626953,123,27825,22316
206,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",0,0,0,95.829067,339.09375,2051.878906,NA,44603,34402
207,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",1929,1,0.342507090909091,64.522115,292.117187,1425.0625,186.120269,46868,38317
208,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",3,0.0909090909090909,0.000532636363636364,101.56706,270.283203,1408.408203,242.666666,75912,28441
209,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",0,0,0,94.808756,184.699218,1920.564453,NA,46196,15291
210,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",0,0,0,203.922527,270.076171,1388.416015,NA,52030,29221
211,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"r",0,0,0,527.744142,517.742187,3038.11914,NA,101651,57333
212,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,552.586425,1038.78125,3680.425781,NA,172816,131808
213,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",1,0.0909090909090909,0.000177545454545455,95.71517,178.742187,1918.201171,391,43889,15383
214,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"r",0,0,0,620.719077,674.398437,3159.658203,NA,166135,86142
215,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"r",0,0,0,615.327638,547.103515,2984.197265,NA,72963,62414
216,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"r",0,0,0,594.289388,612.638671,2614.693359,NA,145424,76804
217,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",0,0,0,150.879231,295.472656,1506.630859,NA,67369,27533
218,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",0,0,0,557.965658,957.599609,3152.310546,NA,202105,119944
219,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",8,0.0645161290322581,0.000504032258064516,214.397531,895.296875,4542.277343,469.5,118647,92819
220,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,388.643229,1006.482421,7552.601562,NA,207732,89765
221,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",543,0.545454545454545,0.0964132727272727,105.866837,463.361328,1194.685546,313.701657,78621,52460
222,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",0,0,0,148.756348,123.568359,782.777343,NA,19343,13085
223,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",4,0.0909090909090909,0.000710181818181818,88.168948,19.246093,1719.03125,479.5,5383,1724
224,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"r",0,0,0,334.962403,811.564453,5173.974609,NA,140055,108882
225,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",0,0,0,79.937717,35.183593,1525.412109,NA,12036,3621
226,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",29,0.0967741935483871,0.00182709677419355,261.547219,807.507812,5181.941406,592.206896,119152,100634
227,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"r",0,0,0,532.323081,763.265625,2921.777343,NA,161926,105402
228,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",0,0,0,220.472168,336.916015,1133.230468,NA,39749,30554
229,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"d",0,0,0,111.603197,232.880859,1260.097656,NA,52536,21959
230,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"r",0,0,0,427.35026,601.892578,3998.642578,NA,143494,80362
231,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",0,0,0,298.605143,1097.589843,6120.767578,NA,158410,138384
232,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"d",0,0,0,402.742839,388.322265,2916.138671,NA,62911,48867
233,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",1,0.0303030303030303,5.91818181818182e-05,239.028159,115.960937,985.330078,409,20891,11725
234,"a","bi","3_8",3,24,2,"s","b",3,4,225,11,4,28,"r",0,0,0,169.645833,159.761718,1288.130859,NA,30666,20828
235,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"r",1,0.010752688172043,2.1e-05,735.881837,599.550781,2799.607421,927,106152,73548
236,"a","bi","3_8",3,24,2,"s","b",3,4,625,31,12,78,"r",0,0,0,542.860678,558.71875,3407.929687,NA,121792,81148
237,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"d",1,0.0303030303030303,5.91818181818182e-05,33.38451,59.949218,2250.488281,355,10158,6597
238,"a","bi","3_8",3,24,2,"s","b",3,4,225,33,4,28,"r",3,0.0303030303030303,0.000177545454545455,172.02104,98.166015,1286.425781,277.333333,23693,8617
239,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"d",0,0,0,557.399252,723.228515,3348.861328,NA,103503,73084
240,"a","bi","3_8",3,24,2,"s","b",3,4,625,93,12,78,"r",0,0,0,729.979495,335.65039,2815.652343,NA,54714,40904
241,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",15,0.0645161290322581,0.000945032258064516,213.290014,3422.208984,23591.384765,908.266666,354299,217528
242,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",609,0.636363636363636,0.108132090909091,151.341315,305.859375,9799.951171,317.517241,103073,26190
243,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",6,0.0303030303030303,0.000355090909090909,84.750393,1147.896484,8376.865234,553.166666,85240,67264
244,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",20,0.181818181818182,0.00355109090909091,88.953388,1168.43164,8482.599609,391.299999,99482,70731
245,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",826,0.636363636363636,0.146661909090909,184.608235,593.824218,8390.519531,336.592009,188711,62751
246,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",2347,0.838709677419355,0.147870451612903,454.079778,3501.095703,24081.667968,1084.360034,338690,255246
247,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",1300,0.451612903225806,0.0819052258064516,488.182509,1693.191406,29295.21875,982.368461,406331,205412
248,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",0,0,0,92.484375,478.732421,8289.09375,NA,77117,40911
249,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",529,0.636363636363636,0.0939275454545455,94.012231,272.273437,9902.923828,402.022684,86279,25958
250,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",1201,0.354838709677419,0.0756678387096774,596.683925,1311.669921,30215.11914,1138.179017,346235,124353
251,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",609,0.545454545454545,0.108132090909091,121.536513,525.179687,10393.216796,340.341543,150505,48103
252,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",1187,0.354838709677419,0.0747857741935484,695.246476,1482.552734,28812.251953,1054.268744,360729,152769
253,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",41,0.0909090909090909,0.00242660606060606,145.452756,2539.333984,7108.947265,385.560975,426786,183553
254,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",2842,0.645161290322581,0.179057451612903,797.106679,1723.222656,23108.667968,1132.193173,472798,180018
255,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",373,0.454545454545455,0.0662286363636364,70.651013,1128.833984,8667.171875,365.798927,151895,107652
256,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",2,0.0909090909090909,0.000355090909090909,72.571009,1584.783203,7869.039062,471,177491,89484
257,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",3675,0.741935483870968,0.231539806451613,835.303702,2251.923828,25291.751953,930.20517,688112,221292
258,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",2,0.0303030303030303,0.000118363636363636,164.929201,1439.240234,8074.355468,246,88015,67607
259,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",4,0.0303030303030303,0.000236727272727273,105.834273,883.355468,7944.623046,320.5,82369,52016
260,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",1409,0.483870967741935,0.0887726774193548,762.728966,1026.992187,24658.11914,948.994322,349445,105559
261,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",4530,0.741935483870968,0.285408258064516,671.588244,2634.996093,31962.341796,697.52958,541200,211526
262,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",6,0.0909090909090909,0.00106527272727273,46.730106,1127.652343,9540.140625,329,83622,66506
263,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",1442,0.424242424242424,0.0853456363636364,251.525388,995.990234,7493.912109,365.244105,144442,79494
264,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",1904,0.419354838709677,0.11995964516129,616.530849,2390.417968,29061.191406,1121.622373,460335,183114
265,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",685,0.545454545454545,0.121626363636364,128.136851,1124.289062,9743.433593,435.700729,112948,81947
266,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",2,0.032258064516129,0.000126,201.506674,1712.902343,23351.208984,608,121944,97522
267,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",21,0.0606060606060606,0.00124287878787879,151.867012,1065.988281,6417.980468,302.142857,79093,65902
268,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",2635,0.67741935483871,0.166015612903226,894.860069,1054.269531,22373.828125,957.849715,335230,103838
269,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",1692,0.484848484848485,0.10014203030303,263.396546,1058.357421,6891.689453,328.679669,202358,67937
270,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",7,0.032258064516129,0.000441,236.534535,3464.277343,23414.86914,733.714285,337950,240829
271,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",2332,0.548387096774194,0.146925387096774,754.254276,1788.115234,25895.328125,925.307461,545637,204892
272,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",0,0,0,140.846395,1109.808593,6786.5625,NA,99847,79543
273,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",480,0.483870967741935,0.0302419032258065,449.234887,1027.876953,27495.5,976.35,342721,103483
274,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",1104,1,0.196022636363636,184.366672,633.746093,8906.939453,366.796195,154113,57851
275,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",10,0.0303030303030303,0.000591848484848485,89.35396,1228.25,9614.238281,424.6,165387,65603
276,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",1216,0.387096774193548,0.0766129032258065,536.807758,1976.851562,28120.523437,1036.751644,656836,206708
277,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",2,0.0303030303030303,0.000118363636363636,125.663371,401.027343,7668.214843,637,55690,32170
278,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",899,0.727272727272727,0.159623545454545,127.889004,954.609375,8514.509765,379.547274,121886,66077
279,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",1149,0.484848484848485,0.0680042424242424,208.88706,653.146484,8761.441406,290.205395,117149,50938
280,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",0,0,0,155.959392,1541.138671,8296.345703,NA,244078,123994
281,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",38,0.181818181818182,0.00674709090909091,100.04129,615.765625,8572.609375,456.5,72745,54696
282,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",897,0.258064516129032,0.0565146129032258,600.809811,779.71875,22189.822265,825.940914,252425,66854
283,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",5,0.032258064516129,0.000315,298.84774,4265.390625,24736.591796,594.8,340516,258446
284,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",0,0,0,176.443889,767.925781,6869.626953,NA,75684,56281
285,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",1685,0.387096774193548,0.106161774193548,767.831232,1614.394531,30637.068359,1036.50089,455032,170662
286,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",1251,0.818181818181818,0.222123545454545,210.794211,783.925781,8576.52539,378.208633,235475,71165
287,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",1143,0.727272727272727,0.202947363636364,203.437587,464.541015,9431.410156,341.201224,164586,44327
288,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",2,0.0303030303030303,0.000118363636363636,56.122368,2078.164062,8713.703125,455,122809,102421
289,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",2924,0.67741935483871,0.184223774193548,847.310258,2457.451171,22478.623046,1183.490424,422769,239001
290,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",2067,0.548387096774194,0.130229322580645,693.931378,1294.746093,24756.845703,1059.235607,420885,114482
291,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",2,0.0303030303030303,0.000118363636363636,42.106162,419.453125,7842.77539,413,71851,34624
292,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",2063,0.612903225806452,0.129977290322581,539.641313,1202.199218,29474.640625,847.438196,269707,106970
293,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",2326,0.424242424242424,0.137665696969697,314.010138,729.591796,8165.277343,338.142734,218938,62753
294,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",2,0.0909090909090909,0.000355090909090909,100.798586,880.568359,9918.279296,486,100175,79929
295,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",11,0.0606060606060606,0.000651030303030303,133.442409,997.759765,7517.433593,409.90909,73923,60162
296,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",1,0.0303030303030303,5.91818181818182e-05,199.024048,535.77539,5735.863281,125,78907,45477
297,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",2213,0.516129032258065,0.139427903225806,483.277605,2384.529296,28976.40039,886.522819,568685,280686
298,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",12,0.0909090909090909,0.00213063636363636,53.893054,2155.183593,9331.818359,424.916666,180370,135844
299,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",5,0.0606060606060606,0.000295909090909091,109.548607,1417.527343,9067.15039,360.4,130911,70996
300,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",18,0.181818181818182,0.003196,90.758924,901.505859,7418.914062,534.944444,143149,94829
301,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",6452,1,0.406502,610.330057,4235.123046,23631.601562,930.069125,556086,304527
302,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",1135,0.272727272727273,0.0671756363636364,267.153989,423.90039,8641.363281,317.978854,124199,45015
303,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",900,0.333333333333333,0.0532670303030303,196.930809,1016.951171,7437.355468,336.405555,145738,72500
304,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",13,0.0303030303030303,0.000769393939393939,99.570208,500.21289,8577.941406,324.461538,74655,40333
305,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",689,0.636363636363636,0.122336636363636,117.111817,575.583984,11930.99414,383.490566,154035,62528
306,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",2706,0.67741935483871,0.170488903225806,754.081098,1340.761718,25049.246093,1006.027716,358226,145089
307,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",0,0,0,97.397949,1311.990234,9203.539062,NA,150324,92200
308,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",807,0.727272727272727,0.143288272727273,167.607106,484.953125,8452.371093,353.092936,121824,38280
309,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",1,0.0303030303030303,5.91818181818182e-05,177.220419,679.949218,6499.091796,155,80416,51522
310,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",29,0.181818181818182,0.00514909090909091,74.196143,1374.130859,8709.759765,341.965517,136922,106017
311,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",774,0.727272727272727,0.137428909090909,156.935787,416.371093,8696.095703,350.521963,127242,41576
312,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",1459,0.363636363636364,0.0863517878787879,242.561422,1168.222656,9018.654296,405.534612,156512,103505
313,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",696,0.727272727272727,0.123579454545455,124.873345,677.908203,9827.322265,403.926724,171919,79235
314,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",4,0.0303030303030303,0.000236727272727273,96.953128,1075.421875,7253.382812,309.25,148480,86804
315,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",27,0.0606060606060606,0.001598,101.353496,1092.976562,9023.24414,376.481481,107510,77692
316,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",946,0.225806451612903,0.0596018064516129,567.530107,1382.283203,26896.027343,1042.632135,436925,109739
317,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",697,0.727272727272727,0.123757090909091,153.40302,844.550781,8573.136718,326.322812,174656,77910
318,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"r",6,0.0303030303030303,0.000355090909090909,137.006799,760.748046,7391.892578,440.5,103996,63365
319,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",0,0,0,127.976278,1601.513671,8578.923828,NA,98129,83897
320,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"r",1375,0.451612903225806,0.0866305161290323,785.689804,1723.574218,23118.291015,1009.723636,571467,152401
321,"a","bi","4_24",6,96,2,"s","b",4,8,625,31,12,78,"d",1978,0.612903225806452,0.124621967741935,549.838979,2499.21875,31938.230468,1062.060161,414539,273021
322,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",53,0.181818181818182,0.00941045454545454,110.906614,865.449218,7042.685546,394.90566,108687,55781
323,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",55,0.272727272727273,0.00976554545454546,85.273473,421.279296,8244.818359,389.745454,89221,39382
324,"a","bi","4_24",6,96,2,"s","b",4,8,225,33,4,28,"d",13,0.0606060606060606,0.000769393939393939,80.324924,663.699218,7063.166015,300.692307,98144,60805
325,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",796,0.545454545454545,0.141335181818182,149.473215,271.146484,9389.162109,361.011306,79008,31100
326,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",535,0.636363636363636,0.0949928181818182,109.918362,578.441406,10800.507812,447.108411,98962,62781
327,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"r",11,0.0909090909090909,0.00195309090909091,107.692027,431.316406,8491.863281,305,75252,46993
328,"a","bi","4_24",6,96,2,"s","b",4,8,225,11,4,28,"d",44,0.181818181818182,0.00781245454545455,65.333703,780.648437,8901.80664,448.068181,91333,70969
329,"a","ho","3_4",1,12,3,"g","b",3,4,225,11,4,28,"d",0,0,0,0.000848,8.886718,261.568359,NA,4234,303
330,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"r",2370,0.419354838709677,0.149319548387097,1.158092,425.285156,642.552734,301.848523,106622,93693
331,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"d",0,0,0,0.00071,32.189453,494.509765,NA,16167,313
332,"a","ho","3_4",1,12,3,"g","b",3,4,225,11,4,28,"r",0,0,0,0.00101,6.611328,586.248046,NA,3232,151
333,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"d",0,0,0,0.000879,13.630859,1350.898437,NA,6168,744
334,"a","ho","3_4",1,12,3,"g","b",3,4,225,33,4,28,"d",0,0,0,0.000878,4.359375,199.933593,NA,2137,92
335,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"d",0,0,0,0.00085,53.226562,1074.451171,NA,26651,542
336,"a","ho","3_4",1,12,3,"g","b",3,4,625,93,12,78,"r",22526,0.806451612903226,0.473076268817204,10.999957,738.498046,2551.785156,61.94806,189210,125211
337,"a","ho","3_4",1,12,3,"g","b",3,4,225,11,4,28,"r",1,0.0909090909090909,0.000177545454545455,0.001151,9.373046,488.794921,373,4508,285
338,"a","ho","3_4",1,12,3,"g","b",3,4,625,93,12,78,"d",0,0,0,0.000811,35.501953,568.386718,NA,17097,1063
339,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"r",6156,0.806451612903226,0.387852806451613,3.006791,670.226562,1715.146484,187.930799,172655,115734
340,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"d",0,0,0,0.000841,13.580078,926.091796,NA,6596,341
341,"a","ho","3_4",1,12,3,"g","b",3,4,625,93,12,78,"d",0,0,0,0.000848,78.199218,631.345703,NA,37473,2498
342,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"d",0,0,0,0.000892,25.189453,1104.886718,NA,12540,340
343,"a","ho","3_4",1,12,3,"g","b",3,4,625,93,12,78,"r",10065,0.462365591397849,0.21137852688172,4.91545,492.742187,1473.408203,139.979731,113833,97792
344,"a","ho","3_4",1,12,3,"g","b",3,4,225,33,4,28,"d",0,0,0,0.000808,52.02539,166.68164,NA,26268,369
345,"a","ho","3_4",1,12,3,"g","b",3,4,625,93,12,78,"r",1743,0.139784946236559,0.0366053333333333,0.85193,224.603515,590.271484,333.915088,63152,42971
346,"a","ho","3_4",1,12,3,"g","b",3,4,225,11,4,28,"r",1,0.0909090909090909,0.000177545454545455,0.001405,8.833984,501.185546,7,3509,888
347,"a","ho","3_4",1,12,3,"g","b",3,4,225,33,4,28,"r",231,0.0909090909090909,0.0136718484848485,0.113684,80.060546,211.896484,322.554112,24614,11888
348,"a","ho","3_4",1,12,3,"g","b",3,4,225,11,4,28,"d",0,0,0,0.000782,10.146484,273.662109,NA,4879,307
349,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"d",0,0,0,0.000827,100.658203,695.478515,NA,48888,2575
350,"a","ho","3_4",1,12,3,"g","b",3,4,625,31,12,78,"r",3970,0.67741935483871,0.250126,1.939321,320.517578,1436.228515,195.324181,69705,60319
